,RegionID,RegionName,City,State,Metro,CountyName,District,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,Average,,,,
58,62025,11214,New York,NY,New York,Kings,Brooklyn,59,191000,191200,191500,191900,192100,192400,192800,193200,193800,194600,195100,195300,195500,195800,196100,196500,196900,197600,198300,199300,200500,202000,203300,204400,205600,206900,208300,209800,211400,213100,214900,217000,219300,221700,224000,226000,228100,230100,232200,234300,236400,238700,241000,243300,245900,248400,250800,252800,254600,256400,258200,260000,261800,263700,265800,268000,270500,273100,275400,277700,279900,282200,284500,287100,289800,292700,295800,299200,302900,306500,310000,313200,316400,319400,322400,325400,328600,332000,335700,339300,342900,347400,353200,360200,367600,374700,381200,387000,391900,396000,399600,403400,407600,412100,416200,420000,423600,427200,431000,435200,440200,446100,452900,460000,467100,474000,480900,488300,496100,504000,512300,521400,531300,541200,549800,556300,560300,561900,561200,559500,558000,557300,557000,556000,553400,549100,543300,536800,530400,525600,522200,519900,518300,517100,515600,514700,514800,515600,516300,516700,517500,520000,524000,528800,533200,535500,534700,532000,529300,527300,524900,521700,518100,515300,512900,510500,507500,503800,498900,495000,493900,495400,497500,499100,503400,507300,507400,505200,503500,505500,513700,520100,520100,515600,514600,520200,526000,528100,532100,537500,540800,542000,542100,543100,545000,546700,547300,546800,546000,546800,550600,554100,555900,556900,559800,562500,564000,565800,569500,574700,580500,582900,578300,573500,576400,583500,589700,594300,597800,602000,607600,608800,608300,612200,621100,632100,641600,647800,653000,659000,665200,672500,679600,687100,690600,690900,689400,688400,691400,700600,710000,720300,736200,751100,757200,759700,764900,771500,778300,781500,776700,765700,752300,744800,744600,746200,746100,747000,750400,759100,769800,778200,782900,786800,791200,798000,805700,814200,820600,825000,826300,827600,830500,837300,844100,833160,,,,
70,62032,11221,New York,NY,New York,Kings,Brooklyn,71,133700,133700,133700,133700,133900,134000,134300,134700,135300,136000,136600,137100,137500,138000,138500,139200,140000,140900,141800,142900,144200,145500,146600,147600,148600,149600,150600,151500,152600,153800,155000,156300,157800,159200,160500,161600,162600,163700,164700,165800,167000,168300,169700,171200,172800,174500,176000,177300,178500,179800,181100,182400,183900,185600,187400,189300,191500,193600,195500,197300,199100,200900,202700,204600,206800,209100,211600,214300,217200,220000,222500,224700,226800,228800,230800,232900,235200,237700,240400,242800,244600,247100,251100,256500,263600,272100,281300,289300,294900,298300,301200,305100,310600,316800,322400,326500,328700,329700,330900,333800,338900,345800,353000,359200,364100,368600,374400,382900,393800,405500,416500,426500,435600,443900,451800,459300,466200,472000,476000,479600,483200,486500,490300,496100,503800,511600,518600,524900,530900,536300,540800,545000,549200,552000,553500,554500,555600,555900,555200,555000,555900,557200,558500,559700,560500,558800,553900,546400,538200,529400,519800,510100,500000,488900,477900,468000,459000,449700,439300,429300,421700,415600,411300,409600,409500,410300,411900,408500,398000,391800,392100,389500,384000,381100,381000,379400,377400,377400,377900,379000,382000,384600,385200,388500,390300,391400,393300,395000,395300,398500,403800,411200,419200,425200,430800,435700,439100,444200,451300,458900,465100,468800,471700,475400,478800,483500,491500,504300,518700,530100,538200,545800,556100,569100,577700,584600,600100,619900,639600,658200,677300,691500,705600,722800,742900,756100,763100,768500,778400,788800,796800,805900,822600,842400,857500,868000,872000,870700,871800,877100,887400,901600,909400,915800,928300,927100,914100,908500,913000,919500,929200,939800,942800,941900,942700,944500,948200,965300,984700,995000,998100,1000900,1015400,1037300,1048700,1020080,,,,
72,62039,11229,New York,NY,New York,Kings,Brooklyn,73,183900,184200,184500,184800,185000,185100,185400,185600,186200,186900,187300,187500,187800,188000,188200,188600,189000,189600,190400,191300,192700,194200,195500,196600,197700,198900,200200,201500,202900,204300,205900,207700,209900,212100,214200,216100,218000,219900,222000,224100,226300,228600,231100,233900,237000,240300,243300,246000,248600,251100,253500,255800,258100,260400,262700,265200,268100,271100,274000,276800,279800,282700,285800,289100,292500,296100,299700,303500,307300,310800,313600,315800,317500,318800,320100,321500,323100,324900,327200,329500,332100,335800,341300,348100,355600,363300,370600,377200,382800,387800,392300,396700,401400,406700,412600,418800,424700,430200,435800,442100,449500,458000,467300,476500,484400,490500,495200,499900,505600,512100,519400,527500,536000,544100,551300,557200,561600,564200,564900,564900,565300,566300,567400,568400,568200,566000,561900,556800,552100,548600,545700,543300,541600,539500,536500,533100,529700,526100,522400,519600,518800,520000,522100,524500,526800,527200,524700,521100,517200,513400,509400,505100,501100,497400,493200,489000,485000,480100,475000,472800,473900,476800,480700,484800,488700,491300,492900,490400,484500,482400,488000,491500,489300,485200,484800,486500,487800,487900,491300,497700,503400,506200,505500,502300,499000,496900,494100,491300,489800,489100,488400,487400,486900,487500,488500,490400,493300,496800,501200,504800,505500,505100,504100,503400,504900,508400,512400,516900,520600,524200,527500,530400,533500,537700,541600,545000,548300,550600,551200,552800,556800,560700,561800,563800,568100,572200,572200,573200,577900,583800,587600,593500,601300,607700,612700,616100,618300,620800,626000,631100,635600,639400,644200,649200,656300,664000,671500,678000,682600,686200,691400,696600,700900,707800,716300,724100,730300,734500,735500,736100,741000,748100,755800,766200,775500,757320,,,,
95,62044,11234,New York,NY,New York,Kings,Brooklyn,96,172300,172100,171900,171600,171400,171300,171300,171300,171500,171900,172200,172300,172300,172500,172600,172800,173100,173500,174100,174900,175900,176900,177700,178300,178800,179200,179600,179900,180300,180800,181400,182200,183100,184300,185300,186300,187400,188700,190100,191700,193700,196000,198500,201500,204800,208300,211600,214600,217400,219700,221600,223200,224400,225300,226200,227000,228100,229200,230400,231600,232800,234300,236000,237900,240200,242800,245700,248900,252200,255500,258400,260900,263100,265200,267200,269300,271700,274400,277300,280200,283100,286500,291300,297200,304200,311500,318900,325400,330600,334600,337900,341200,344800,348400,351800,354900,358000,361400,365600,371000,377600,385100,392800,400100,406700,412600,418200,424100,430200,436000,441800,447800,454100,460100,465300,469700,472800,474600,475100,475500,476800,479000,481400,483500,484900,485300,484500,483300,482600,482900,483900,485100,486100,485900,484200,482100,480300,478400,476200,474700,474300,475200,476500,477900,478700,477800,474100,469000,464100,459600,454600,449400,444100,439000,433800,428400,423100,417300,411000,406500,405200,406000,407900,410500,415500,419600,420000,416400,411500,410200,415700,418900,415500,410600,409700,410700,409800,408200,410700,415500,419100,421800,424800,428000,428600,427200,424200,419900,415500,413000,412000,413000,415300,415200,413300,412000,413300,415900,420900,426300,429400,430100,429100,428500,430200,432800,433200,433300,434800,437100,437800,437700,438900,441500,444400,446100,446500,447700,449600,453000,457600,462000,463500,464400,466100,469200,470200,470100,471800,475300,477700,480700,486000,491700,496800,500200,501600,501700,503600,505900,507800,509500,512200,515000,518600,522700,527000,530000,533000,536900,540900,544100,547700,552000,555700,559400,563800,566400,565600,568700,575000,579400,583200,589400,593300,584060,,,,
106,62026,11215,New York,NY,New York,Kings,Brooklyn,107,225700,227500,229400,231600,234100,236900,239800,242900,246400,249800,252200,253800,255100,256000,256900,258200,260000,262300,264900,268000,271900,276000,279300,282000,284700,287300,290100,293700,297900,302800,308200,314100,321000,327800,333700,338700,343500,348100,352700,358100,364400,371400,378800,386900,396000,404900,412600,419200,425200,430600,436100,442500,450100,458400,467300,477000,487700,498000,506600,513500,519300,523900,528400,533700,540000,547100,554300,562100,570300,577500,582000,584200,584200,582700,581000,580500,581700,584400,588600,589100,587800,592300,605400,623400,648800,680600,713100,735300,741600,735600,725900,719800,720300,727100,739000,754000,768600,780700,791200,802700,817300,835600,855600,876200,895200,910600,923400,937300,952600,967400,981500,997400,1016800,1039100,1060000,1075300,1082100,1079800,1069900,1059600,1052400,1047300,1043900,1044100,1047200,1051100,1052700,1050800,1047200,1042800,1037100,1034700,1037900,1042300,1048700,1063200,1085300,1110300,1134600,1158400,1184900,1211000,1232100,1253000,1274900,1286200,1285100,1281300,1279200,1276800,1271700,1262500,1256200,1251400,1243200,1238600,1241500,1238400,1226100,1215500,1211700,1210800,1209000,1205300,1197200,1189500,1190300,1173100,1140300,1130200,1151300,1171700,1183700,1184500,1192800,1217900,1248800,1269500,1280900,1287900,1282500,1271300,1254900,1237200,1222800,1223100,1228000,1241700,1244800,1244800,1255000,1274400,1287000,1297900,1314900,1322000,1296500,1261500,1246200,1236300,1234400,1249400,1275900,1302400,1337200,1376700,1411800,1440600,1471600,1501900,1513200,1516200,1536500,1577500,1623300,1673000,1716700,1748300,1767100,1788300,1822800,1858900,1882100,1895900,1907200,1908100,1899000,1899000,1921100,1945600,1967100,1995100,2033500,2066400,2093400,2107100,2111100,2103600,2094900,2090500,2095800,2092400,2083000,2084100,2102200,2134900,2171700,2195700,2209000,2224700,2226500,2212400,2190900,2177400,2166800,2173600,2201100,2244400,2266100,2275800,2287100,2288900,2265300,2244900,2243900,2266020,,,,
85,62088,11377,New York,NY,New York,Queens,#N/A,86,179000,178900,179000,179000,179100,179200,179300,179700,180200,180400,180300,180000,179800,179900,180100,180500,181000,181500,182200,183200,184400,185400,186100,186700,187400,188600,189900,191400,193100,194900,196800,199000,201600,203800,205600,207400,209300,211500,213900,216400,219000,221700,224400,227300,230400,233200,235100,236900,238800,241000,243400,245900,248500,251000,253600,256500,259700,262400,264200,265800,267700,269900,272500,275100,277900,280600,283200,286200,289200,291500,292700,293400,294400,295800,297600,299500,301400,303500,306100,305900,305100,309700,321200,334200,346000,354400,360500,365500,369600,373400,377400,382700,389100,394900,399300,403400,408000,413400,419600,426100,433000,440800,449000,457400,465200,471200,476000,481300,487800,495100,503000,511200,519300,527300,535100,543400,551600,558300,562700,566500,570500,574700,579100,583200,586200,587300,586200,584200,582800,582800,583900,586900,590600,593300,594000,593100,591500,590100,589400,589600,589100,586600,581400,574900,567300,559200,551600,546000,541800,537500,533100,529500,526000,521900,517300,513300,510200,507000,504300,503300,503300,503100,503500,504900,506400,507000,507000,505100,500800,498000,499400,502000,500100,493300,487600,482900,480100,479800,481400,480400,480900,484500,485800,481800,482400,490300,496300,496800,495600,496700,500500,506100,509200,507900,503300,497500,492100,490300,490200,490800,492100,492400,491700,492500,495900,500600,507400,516100,522900,526600,530400,536000,540900,545000,548800,552800,554400,554000,554200,557800,563300,568300,574100,581400,587500,590700,592300,594400,597500,600300,604100,610600,616400,618100,617800,618000,618600,620100,623000,626500,633100,644100,656200,665400,674600,684400,692000,698500,706800,714600,717400,718900,722200,727600,732400,736400,739100,741900,745700,749100,749900,750300,753000,758200,762500,754780,,,,
117,62022,11211,New York,NY,New York,Kings,Brooklyn,118,133200,132900,132500,132200,131800,131600,131500,131800,132400,133100,133600,134100,134400,134700,135000,135400,135900,136400,137200,138300,139800,141500,142900,144200,145300,146200,147000,147700,148500,149300,150200,151400,153100,154800,156300,157500,158600,159500,160300,161100,162100,163100,164400,166100,168400,170900,173300,175400,177500,179400,181200,183100,185200,187500,190000,193100,196900,200700,204300,207800,210900,213500,215600,217600,219600,221500,223500,226100,229000,232000,234500,236500,237800,238400,238500,238300,238200,238300,239000,238400,237500,239200,244500,251400,260900,272800,286100,299600,312500,325100,336500,346000,353000,357300,359000,359700,361700,366800,375400,386300,397200,406700,415100,423900,433500,443900,455100,468000,481400,493100,502800,512700,524600,539600,557300,576500,594100,609000,620500,631700,643200,653400,660900,666900,670400,670800,668800,666600,666500,669800,672100,671700,668100,661000,651600,645400,642500,641100,640200,640200,641500,645300,648100,651100,654800,656400,653200,649600,645900,642500,638800,635300,632300,631700,629900,628100,627000,625200,617800,608000,599700,597800,601700,609300,620100,615600,614200,608900,594700,587000,602900,611200,610500,606700,603300,596800,589600,592300,598700,607000,621200,636500,644000,651600,660200,667800,672900,677800,682600,688200,690900,693600,696100,697100,693500,693300,697600,703400,712600,729200,746700,759800,766700,773400,784900,795500,810400,840100,881700,924000,950900,952200,947100,958000,981200,994000,993000,991000,991200,992600,995400,992300,992900,1013500,1031300,1025700,1019200,1041600,1076800,1116600,1157200,1199700,1220200,1221400,1223700,1235100,1259300,1287100,1314300,1329700,1343600,1344700,1345800,1344800,1351200,1364000,1384400,1391500,1370100,1355300,1343200,1330600,1336400,1376100,1401700,1405100,1406400,1424700,1435300,1440500,1463100,1496100,1531100,1581900,1623700,1539180,,,,
99,62067,11355,New York,NY,New York,Queens,#N/A,100,182800,182500,182300,182100,181900,181800,181700,181900,182300,182500,182300,181900,181700,181800,182000,182400,182900,183500,184300,185300,186700,188000,188900,189600,190600,191800,193300,194900,196600,198500,200500,203000,205700,208200,210100,212000,214100,216500,219100,221800,224500,227300,230100,233300,236800,239900,242200,244300,246600,249100,251800,254600,257400,260200,263100,266400,270000,273100,275200,277100,279300,281700,284400,287100,289800,292500,295100,298200,301500,303900,305100,305900,306900,308200,309800,311500,313100,314900,317400,316900,315700,320500,332800,346600,359100,368000,374300,379300,383600,387900,392400,397900,403700,408500,411900,415400,420000,426100,433600,442000,450700,459200,467500,476100,484400,491000,495700,500300,505400,511100,517300,523800,530400,537400,544600,552400,560100,565900,569300,571600,573500,575900,578400,580600,582100,581900,579300,575800,572600,570600,569600,569100,568200,566700,564100,560700,557500,554800,552300,550700,548900,546700,544400,541900,538700,535600,533200,531400,530000,528500,527000,526300,525700,524900,524000,523000,521700,520600,519600,519800,521300,523300,525600,528700,534300,538100,537400,537400,539600,540100,540100,541600,538700,532400,529500,527200,524100,522200,523300,523100,524100,527300,530000,528900,529800,535000,538100,537500,534600,532300,531800,532300,530500,527700,526900,528900,531400,533700,535000,535400,537000,540700,544400,547500,552100,558500,564900,570000,575200,581100,587000,593600,600900,607800,614800,621900,627400,632400,636900,640000,644500,651400,656900,659600,661800,666900,673600,679100,682500,686800,692900,700800,706700,708100,713000,725500,736600,740700,745500,751300,756300,760900,765000,770300,778600,786900,792500,798900,804700,809800,812000,814900,820100,827800,835400,842400,847300,853000,859500,865500,871400,875900,877300,882400,890200,879440,,,,
100,61790,10314,New York,NY,New York,Richmond,#N/A,101,175800,175000,174200,173200,172300,171500,170800,170200,169800,169700,169700,169700,169700,169900,170200,170700,171300,172000,172900,173800,174800,175800,176700,177500,178200,178800,179400,180000,180500,181000,181700,182400,183300,184500,185700,186900,188200,189700,191400,193200,195300,197400,199800,202400,205300,208400,211500,214700,217900,221100,224300,227400,230300,233200,235900,238700,241400,244100,246600,249000,251500,253900,256500,259100,261800,264500,267300,270100,272900,275500,278000,280300,282500,284700,286900,289200,291700,294300,297200,300200,303400,306700,310200,313800,317700,321700,325800,329700,333100,335900,338300,340600,343000,345900,349200,352900,357000,361300,365700,370300,374900,379700,384700,389900,395400,401000,406700,412400,418000,423100,427800,431900,435500,438800,442000,444900,447600,449800,451400,452200,452500,452200,451700,451200,450900,451100,451500,451800,451700,451300,450600,450000,449300,448200,446400,444100,441800,439600,437500,435100,432100,428700,425400,422800,420700,418600,416300,414000,411900,410000,408500,407100,405800,404800,403800,403400,403100,401900,400300,399400,399300,399300,398900,398200,397500,397000,397100,397500,396600,395100,395100,396200,397100,397300,396800,395200,393800,392700,390600,384800,379100,376700,375700,374100,371900,369300,367200,366900,366400,364900,363300,364000,366300,368700,370600,371100,369900,368800,368300,367900,368300,369300,370200,371100,372100,373300,374900,377400,381000,384100,386100,388000,389900,390900,392900,395600,398100,399900,401500,403300,405400,407800,410300,411800,412600,415800,419900,422300,423300,424100,424300,424100,424700,426500,428600,430600,433300,437300,441500,445400,449100,452600,454600,455700,457500,461400,466900,472900,477900,481300,484400,488700,493600,498900,505700,515000,523500,527500,530200,534100,538900,543000,546200,550600,555600,546860,,,,
156,62048,11238,New York,NY,New York,Kings,Brooklyn,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671200,665400,662500,660200,659200,662000,673300,695000,726000,762600,802300,840700,872400,894100,907000,911300,909500,906100,906700,914700,932000,958300,993000,1033400,1073700,1109300,1140400,1168900,1194300,1215100,1229700,1237600,1237500,1230000,1217800,1204900,1197500,1196400,1197400,1196300,1191400,1183000,1177800,1179800,1187700,1198300,1209700,1221600,1237100,1253900,1269500,1285700,1301000,1308200,1305900,1298600,1290800,1283800,1273200,1260200,1251900,1245400,1235800,1227100,1219600,1207400,1193200,1182900,1177300,1176000,1173400,1184000,1196100,1193400,1183700,1177800,1168400,1166700,1168200,1162900,1152900,1151800,1168700,1189000,1194200,1202700,1221200,1235700,1244200,1258200,1281600,1303300,1308900,1300900,1304400,1294200,1270700,1260700,1266400,1260800,1263600,1279400,1285500,1288800,1309800,1341000,1361500,1372600,1386700,1404200,1426500,1454500,1488300,1513100,1537000,1570100,1613500,1638400,1640700,1661500,1709200,1748800,1773300,1798700,1818100,1824000,1839100,1866300,1895100,1932700,1968900,1995500,2015200,2030400,2037700,2063100,2094300,2126300,2156800,2184800,2213100,2248100,2276200,2300800,2320800,2336000,2340500,2346900,2343900,2378300,2437700,2491200,2515300,2528600,2530000,2527600,2537400,2557000,2585200,2610400,2639900,2655700,2673300,2696700,2716500,2724000,2744300,2768900,2810700,2848100,2869600,2885300,2836520,,,,
190,62043,11233,New York,NY,New York,Kings,Brooklyn,191,124500,124500,124500,124500,124700,124800,125200,125500,125900,126600,127400,128000,128800,129500,130300,131200,132200,133100,134200,135200,136300,137600,139000,140100,141200,142300,143300,144300,145300,146300,147400,148400,149300,150500,151700,152700,153800,154800,155700,156800,157900,159000,160300,161500,162700,164100,165600,167000,168100,169200,170200,171200,172100,173100,174000,174900,175600,176600,177800,178800,179700,180600,181500,182600,183800,185200,187000,188700,190700,193100,195800,198500,201200,203800,206500,209300,212300,215300,218100,223200,229800,234900,238500,243700,249400,255100,260000,263600,266100,268300,270700,273000,275500,278700,282000,284500,286500,289000,292600,297500,303000,308700,314200,318800,322500,326600,331300,336700,342500,348100,354100,361600,370700,380400,389600,397000,402100,406300,409900,414400,421100,429100,436700,444200,450500,455300,458900,461600,463700,466500,469000,472400,477100,480900,481800,481300,479400,477700,477800,479800,482000,484300,484700,485700,487700,486700,480300,473100,466300,460000,453700,447300,439600,431700,423100,416900,413100,408300,400500,393500,386900,380800,376000,372700,372400,367800,364100,358000,348000,339400,341900,343200,341900,339500,336800,332200,326500,323300,323900,323700,320200,318100,316300,314600,316000,317800,319700,321200,325600,333600,345700,352600,356500,361100,365100,364100,359900,359500,363800,371000,377200,382400,383000,384700,391100,400100,406400,413200,423900,434000,440000,442500,442200,444700,450000,454300,453200,450200,451200,464300,480000,494600,501400,507900,517000,526200,524600,527500,542200,562600,582100,598300,611800,624100,631200,637700,646900,651300,654300,663700,671800,679600,684600,692500,701800,707100,713600,725800,740700,759900,772600,777200,784900,790700,789000,788800,788000,787100,797100,808400,809800,800800,806100,829200,852300,819640,,,,
138,62093,11385,New York,NY,New York,Queens,#N/A,139,160600,160900,161300,161800,162300,162800,163200,163800,164600,165200,165500,165700,166000,166600,167300,168000,168700,169500,170200,171200,172300,173200,173700,174100,174700,175600,176600,177700,178800,179900,181000,182400,183900,185300,186200,187100,188200,189600,191300,193000,194800,196500,198300,200200,202300,204200,205500,206700,208000,209600,211500,213500,215400,217200,219000,221100,223300,225100,226400,227500,228900,230800,232900,235200,237400,239600,241700,244200,246800,248900,250200,251300,252700,254700,257100,259600,262100,264500,267300,268000,268500,273300,283600,295100,304700,310300,313300,315400,318100,321900,326600,332300,338600,344200,348500,352500,357000,362400,368600,375000,381400,387600,393600,399700,405600,410200,413700,417600,422400,428100,434000,439500,444500,449100,453500,458400,463600,467500,469700,471300,473000,475100,477900,481000,484200,486400,486700,485600,484000,482700,481900,482000,482800,483100,482300,480700,478900,477300,476100,475800,475600,474600,472400,469400,465700,461400,457300,454100,451200,448300,445300,442800,440600,438100,435200,432700,430500,427700,424800,423200,422900,423100,423600,425100,426700,427700,428300,429000,429200,430800,434100,436800,434100,427200,422400,419600,419000,419800,420200,416500,412400,409000,404700,399800,399500,404500,407700,404400,397700,393500,393300,395400,397000,398100,402000,406100,407800,408000,407900,409500,412600,413900,413500,414600,418500,422900,423800,423200,424100,426600,430400,435600,440400,445500,450400,454800,460300,466300,471600,476500,481600,485700,488800,491600,493600,494500,496300,497800,495100,493400,496800,503700,510600,515700,519000,522100,523900,526100,529400,533100,537100,541100,544100,547300,551700,557100,565500,576700,588100,596000,599600,603400,609400,615600,619900,623300,626100,629600,631300,631700,634200,639700,644700,651000,657500,645420,,,,
140,62085,11373,New York,NY,New York,Queens,#N/A,141,175400,175800,176400,177000,177600,178200,178800,179800,180900,181900,182400,182700,183100,183700,184500,185300,186100,187000,188000,189200,190800,192100,192900,193600,194300,195400,196500,197700,199000,200500,202000,203900,206100,208200,209600,210900,212400,214200,216200,218200,220400,222600,224900,227500,230500,233100,235100,236900,238700,240800,243100,245400,247800,250200,252700,255600,258900,261700,263600,265200,267100,269300,271600,274000,276500,279000,281400,284400,287500,289900,291300,292200,293200,294600,296200,297800,299500,301400,303900,303700,303100,307900,319800,333400,345800,355000,362100,368400,374300,379900,385400,391100,396400,400000,402100,404400,408100,413500,420100,427100,434400,442100,450400,460200,471000,480700,488400,495500,502400,509300,516400,523900,531800,540100,548400,557000,565400,572100,576800,581000,585500,589900,593900,597000,598600,597300,592700,586600,580900,576900,574700,574300,574600,574500,573200,571700,570800,570400,570500,571300,570800,568100,563400,558600,554300,550100,545700,542500,540000,537100,534300,532200,530600,528700,526000,523600,521800,519900,516900,514500,512600,511100,510600,512100,514400,516300,517100,515100,510400,507700,510900,516800,518900,516200,514500,511500,510000,511400,514900,516400,519400,522400,522700,519700,518100,520900,521100,518000,513100,508000,504700,503600,501400,499300,498000,493200,489600,491300,496200,501700,507200,511400,515500,520900,526500,531300,535500,541100,547300,551500,555600,561100,566200,571700,578100,583700,587000,588700,590800,596800,603600,606800,608200,611700,615800,618400,621100,626400,632500,637700,642900,647200,649100,651400,655800,658500,659000,661100,664600,667800,673300,680700,687500,694600,702900,708600,713200,719900,726700,730500,730200,731100,734700,740500,742500,743700,747200,754600,759800,762500,766900,773700,776100,775900,777000,773920,,,,
200,62046,11236,New York,NY,New York,Kings,Brooklyn,201,160900,161000,161200,161300,161500,161600,161800,162000,162300,162700,163100,163300,163600,164000,164400,165000,165500,166100,166700,167300,168000,168700,169300,169800,170200,170700,171300,172000,172700,173400,174000,174700,175500,176400,177200,178000,178900,179900,181100,182400,183700,185200,186600,188100,189700,191400,193100,194600,196200,197900,199600,201600,203500,205400,207300,209200,211400,213400,215400,217300,219300,221400,223600,225900,228300,230600,232900,235200,237600,240000,242100,244200,246200,248400,250700,253100,255500,257900,260400,262600,264900,268000,272200,276800,280800,283200,283600,282400,280600,279500,279600,281000,283300,285700,287800,289500,291100,293400,296900,302100,308800,316200,323700,330700,337000,342800,348200,353800,359500,365300,371000,376700,382000,387000,391300,394700,397000,398500,400000,402300,406300,412400,419600,426800,433000,437400,440100,441600,442600,444000,445900,446900,447200,447500,447600,447500,447700,447800,447000,445800,444500,444800,446600,447800,447800,446900,443700,438200,432100,426600,420700,413800,405900,398900,392400,385000,376900,369300,362300,356700,353700,353300,354500,356200,361300,365700,365000,363800,365100,365500,367700,369400,367900,366300,367200,368300,368100,366200,365500,365300,362300,357300,353400,351600,348700,342400,335400,332100,330500,327600,327400,331800,339000,345200,348600,351100,355100,359100,362100,364900,366000,367700,369400,369100,368800,370100,371400,373300,375100,375000,374700,375100,375700,376700,376700,375100,371900,370000,370000,369200,366500,366500,368500,369100,367500,367100,367100,366700,367900,371600,374900,377600,381000,384500,388200,391300,392300,391300,391300,391200,392100,395400,399400,402000,405200,409100,409800,407700,409100,415400,422500,426300,427200,427000,427100,429500,434900,440900,443800,447800,453600,458400,461600,467200,472000,462560,,,,
